Date,Value
2009-07-14 16:00:00,177567.0
2009-07-15 16:00:00,178911.0
2009-07-16 16:00:00,178958.0
2009-07-17 16:00:00,178920.0
2009-07-20 16:00:00,179178.0
2009-07-21 16:00:00,178758.0
2009-07-22 16:00:00,179554.0
2009-07-23 16:00:00,180897.0
2009-07-24 16:00:00,181316.0
2009-07-27 16:00:00,181796.0
2009-07-28 16:00:00,182134.0
2009-07-29 16:00:00,181809.0
2009-07-30 16:00:00,183538.0
2009-07-31 16:00:00,183632.0
2009-08-03 16:00:00,185437.0
2009-08-04 16:00:00,185122.0
2009-08-05 16:00:00,184962.0
2009-08-06 16:00:00,183463.0
2009-08-07 16:00:00,184243.0
2009-08-10 16:00:00,184279.0
2009-08-11 16:00:00,183742.0
2009-08-12 16:00:00,185147.0
2009-08-13 16:00:00,186520.0
2009-08-14 16:00:00,185715.0
2009-08-17 16:00:00,182790.0
2009-08-18 16:00:00,187286.0
2009-08-19 16:00:00,187293.0
2009-08-20 16:00:00,189475.0
2009-08-21 16:00:00,193791.0
2009-08-24 16:00:00,192596.0
2009-08-25 16:00:00,193425.0
2009-08-26 16:00:00,193134.0
2009-08-27 16:00:00,193349.0
2009-08-28 16:00:00,193123.0
2009-08-31 16:00:00,192828.0
2009-09-01 16:00:00,191954.0
2009-09-02 16:00:00,192222.0
2009-09-03 16:00:00,195956.0
2009-09-04 16:00:00,197451.0
2009-09-08 16:00:00,200251.0
2009-09-09 16:00:00,203571.0
2009-09-10 16:00:00,203739.0
2009-09-11 16:00:00,203619.0
2009-09-14 16:00:00,203917.0
2009-09-15 16:00:00,203884.0
2009-09-16 16:00:00,204089.0
2009-09-17 16:00:00,204020.0
2009-09-18 16:00:00,203856.0
2009-09-21 16:00:00,204833.0
2009-09-22 16:00:00,204932.0
2009-09-23 16:00:00,204116.0
2009-09-24 16:00:00,203159.0
2009-09-25 16:00:00,202812.0
2009-09-28 16:00:00,204251.0
2009-09-29 16:00:00,204829.0
2009-09-30 16:00:00,204631.0
2009-10-01 16:00:00,203648.0
2009-10-02 16:00:00,203707.0
2009-10-05 16:00:00,208581.0
2009-10-06 16:00:00,211150.0
2009-10-07 16:00:00,211899.0
2009-10-08 16:00:00,214825.0
2009-10-09 16:00:00,215259.0
2009-10-12 16:00:00,215308.0
2009-10-13 16:00:00,215216.0
2009-10-14 16:00:00,215643.0
2009-10-15 16:00:00,215424.0
2009-10-16 16:00:00,215098.0
2009-10-19 16:00:00,215236.0
2009-10-20 16:00:00,214851.0
2009-10-21 16:00:00,213885.0
2009-10-22 16:00:00,215619.0
2009-10-23 16:00:00,215348.0
2009-10-26 16:00:00,213312.0
2009-10-27 16:00:00,211592.0
2009-10-28 16:00:00,207066.0
2009-10-29 16:00:00,217571.0
2009-10-30 16:00:00,206108.0
2009-11-02 16:00:00,208795.0
2009-11-03 16:00:00,215859.0
2009-11-04 16:00:00,213228.0
2009-11-05 16:00:00,218809.0
2009-11-06 16:00:00,217438.0
2009-11-09 16:00:00,218540.0
2009-11-10 16:00:00,218212.0
2009-11-11 16:00:00,218466.0
2009-11-12 16:00:00,218096.0
2009-11-13 16:00:00,218292.0
2009-11-16 16:00:00,218868.0
2009-11-17 16:00:00,218840.0
2009-11-18 16:00:00,218700.0
2009-11-19 16:00:00,218155.0
2009-11-20 16:00:00,217645.0
2009-11-23 16:00:00,218058.0
2009-11-24 16:00:00,218050.0
2009-11-25 16:00:00,218300.0
2009-11-27 16:00:00,217693.0
2009-11-30 16:00:00,217828.0
2009-12-01 16:00:00,218166.0
2009-12-02 16:00:00,218309.0
2009-12-03 16:00:00,218077.0
